CITYPE,CISUBTYPE,SERVCOMP,IMPACT,URGENCY,TEAM,TIMESTAMP,INTERACTIONID,INCIDENTID
application,Server Based Application,WBS000296,5,5,TEAM0186,13/01/2014 16:25,SD0083513,IM0027767
application,Server Based Application,WBS000077,5,5,TEAM0143,13/01/2014 16:26,SD0083514,IM0027770
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,13/01/2014 16:27,SD0083624,IM0027754
subapplication,Web Based Application,WBS000073,4,4,TEAM0008,13/01/2014 16:31,SD0083628,IM0027755
subapplication,Web Based Application,WBS000073,5,5,TEAM0007,13/01/2014 17:12,SD0083687,IM0027802
application,Server Based Application,WBS000219,5,5,TEAM0008,14/01/2014 7:33,SD0083578,IM0027845
computer,Windows Server,WBS000102,3,3,TEAM0199,14/01/2014 7:50,SD0083647,IM0027876
networkcomponents,Switch,WBS000281,2,2,TEAM0190,14/01/2014 8:10,SD0083582,IM0027849
application,Desktop Application,WBS000110,3,3,TEAM0188,14/01/2014 8:25,SD0083713,IM0027807
application,Server Based Application,WBS000014,4,4,TEAM0008,14/01/2014 8:47,SD0083779,IM0027785
application,Web Based Application,WBS000073,4,4,TEAM0039,14/01/2014 8:54,SD0083731,IM0027813
computer,Laptop,WBS000091,5,5,TEAM0008,14/01/2014 8:56,SD0083654,IM0027877
computer,Laptop,WBS000091,5,5,TEAM0008,14/01/2014 9:01,SD0083787,IM0027788
application,Desktop Application,WBS000094,5,5,TEAM0192,14/01/2014 9:02,SD0083656,IM0027878
application,Server Based Application,WBS000263,4,4,TEAM0015,14/01/2014 9:07,SD0083658,IM0027879
subapplication,Web Based Application,WBS000073,4,4,TEAM0039,14/01/2014 9:09,SD0083742,IM0027817
application,Server Based Application,WBS000263,5,5,TEAM0204,14/01/2014 9:14,SD0083666,IM0027886
application,Desktop Application,WBS000089,4,4,TEAM0008,14/01/2014 9:17,SD0083748,IM0027818
application,Server Based Application,WBS000072,5,5,TEAM0017,14/01/2014 9:25,SD0083854,IM0027855
application,Web Based Application,WBS000073,4,4,TEAM0007,14/01/2014 9:26,SD0083808,IM0027793
computer,Laptop,WBS000091,5,5,TEAM0008,14/01/2014 9:28,SD0083676,IM0027883
application,Server Based Application,WBS000268,4,4,TEAM0188,14/01/2014 9:28,SD0083754,IM0027823
application,Server Based Application,WBS000073,3,3,TEAM0191,14/01/2014 9:31,SD0083678,IM0027884
computer,Desktop,WBS000091,5,5,TEAM0008,14/01/2014 9:35,SD0083985,IM0027885
application,Server Based Application,WBS000263,4,4,TEAM0015,14/01/2014 9:37,SD0083915,IM0027821
displaydevice,Monitor,WBS000091,4,4,TEAM0008,14/01/2014 9:38,SD0083863,IM0027859
application,Server Based Application,WBS000223,4,4,TEAM0057,14/01/2014 9:40,SD0083990,IM0027888
application,Server Based Application,WBS000263,4,4,TEAM0035,14/01/2014 9:42,SD0083916,IM0027822
application,Web Based Application,WBS000152,5,5,TEAM0176,14/01/2014 9:45,SD0083824,IM0027910
application,Desktop Application,WBS000234,5,4,TEAM0188,14/01/2014 9:49,SD0083924,IM0027827
application,Citrix,WBS000292,4,4,TEAM0008,14/01/2014 9:53,SD0083998,IM0027891
subapplication,Server Based Application,WBS000295,4,4,TEAM0171,14/01/2014 9:55,SD0083927,IM0027830
application,Server Based Application,WBS000072,5,5,TEAM0017,14/01/2014 10:00,SD0083881,IM0027863
software,System Software,WBS000089,4,4,TEAM0008,14/01/2014 10:02,SD0083834,IM0027914
application,Server Based Application,WBS000072,5,5,TEAM0035,14/01/2014 10:02,SD0084004,IM0027890
application,Server Based Application,WBS000073,4,4,TEAM0039,14/01/2014 10:12,SD0084068,IM0027918
application,Server Based Application,WBS000263,5,5,TEAM0015,14/01/2014 10:14,SD0084069,IM0027916
application,Web Based Application,WBS000152,5,5,TEAM0176,14/01/2014 10:21,SD0084074,IM0027917
application,SAP,WBS000271,5,5,TEAM0035,14/01/2014 10:27,SD0084021,IM0027897
application,Server Based Application,WBS000077,3,3,TEAM0143,14/01/2014 10:34,SD0083951,IM0027833
application,Server Based Application,WBS000015,4,4,TEAM0208,14/01/2014 10:34,SD0084023,IM0027899
subapplication,Web Based Application,WBS000015,5,5,TEAM0208,14/01/2014 10:37,SD0083953,IM0027961
application,Server Based Application,WBS000223,4,4,TEAM0057,14/01/2014 10:40,SD0084090,IM0027922
application,Server Based Application,WBS000072,5,5,TEAM0017,14/01/2014 10:43,SD0083908,IM0027871
application,Desktop Application,WBS000110,4,4,TEAM0188,14/01/2014 10:44,SD0083910,IM0027988
application,Server Based Application,WBS000101,4,4,TEAM0132,14/01/2014 10:48,SD0084093,IM0027921
application,Server Based Application,WBS000072,5,5,TEAM0017,14/01/2014 10:51,SD0084143,IM0027989
computer,Laptop,WBS000091,5,5,TEAM0008,14/01/2014 10:52,SD0083962,IM0027958
computer,Laptop,WBS000091,5,5,TEAM0008,14/01/2014 10:56,SD0084039,IM0027903
application,Server Based Application,WBS000072,5,5,TEAM0017,14/01/2014 11:00,SD0084044,IM0027904
application,Web Based Application,WBS000073,4,4,TEAM0191,14/01/2014 11:01,SD0084045,IM0027908
subapplication,Web Based Application,WBS000162,4,4,TEAM0197,14/01/2014 11:02,SD0084106,IM0027927
application,Server Based Application,WBS000223,4,4,TEAM0008,14/01/2014 11:11,SD0083976,IM0027963
computer,Banking Device,WBS000146,3,3,TEAM0008,14/01/2014 11:21,SD0084055,IM0028029
application,Web Based Application,WBS000088,5,5,TEAM0171,14/01/2014 11:23,SD0084058,IM0028030
application,Server Based Application,WBS000263,4,4,TEAM0035,14/01/2014 11:40,SD0084172,IM0027999
application,Desktop Application,WBS000094,5,5,TEAM0192,14/01/2014 11:45,SD0084229,IM0027969
computer,Laptop,WBS000091,4,4,TEAM0008,14/01/2014 11:47,SD0084135,IM0027933
application,Server Based Application,WBS000072,5,5,TEAM0017,14/01/2014 11:53,SD0084136,IM0027932
storage,SAN,WBS000128,4,4,TEAM0021,14/01/2014 12:04,SD0084190,IM0028001
application,Server Based Application,WBS000073,4,4,TEAM0197,14/01/2014 12:05,SD0084193,IM0028003
application,Server Based Application,WBS000296,5,5,TEAM0186,14/01/2014 12:12,SD0084196,IM0028004
application,Server Based Application,WBS000223,4,4,TEAM0057,14/01/2014 12:25,SD0084205,IM0028006
application,Server Based Application,WBS000073,4,4,TEAM0197,14/01/2014 12:30,SD0084209,IM0028008
computer,Laptop,WBS000091,5,5,TEAM0008,14/01/2014 12:38,SD0084384,IM0027938
application,Server Based Application,WBS000223,4,4,TEAM0057,14/01/2014 12:50,SD0084219,IM0028010
application,Web Based Application,WBS000172,5,5,TEAM0127,14/01/2014 12:51,SD0084332,IM0028036
application,Web Based Application,WBS000055,4,4,TEAM0171,14/01/2014 12:53,SD0084255,IM0027974
application,Server Based Application,WBS000219,5,5,TEAM0192,14/01/2014 13:06,SD0084340,IM0028040
computer,Laptop,WBS000091,5,5,TEAM0199,14/01/2014 13:07,SD0084341,IM0028039
application,Server Based Application,WBS000077,3,3,TEAM0008,14/01/2014 13:35,SD0084361,IM0028049
application,Server Based Application,WBS000264,5,5,TEAM0175,14/01/2014 13:38,SD0084421,IM0027948
application,Server Based Application,WBS000223,4,4,TEAM0057,14/01/2014 13:38,SD0084469,IM0028016
application,Server Based Application,WBS000072,5,5,TEAM0017,14/01/2014 13:39,SD0084367,IM0028048
application,Server Based Application,WBS000223,4,4,TEAM0057,14/01/2014 13:39,SD0084471,IM0028017
application,Server Based Application,WBS000073,4,4,TEAM0039,14/01/2014 13:40,SD0084423,IM0027951
application,Server Based Application,WBS000072,5,5,TEAM0017,14/01/2014 13:46,SD0084474,IM0028015
computer,Banking Device,WBS000146,2,2,TEAM0008,14/01/2014 13:51,SD0084280,IM0027979
application,Server Based Application,WBS000263,4,4,TEAM0015,14/01/2014 14:04,SD0084540,IM0028052
application,Server Based Application,WBS000249,4,4,TEAM0143,14/01/2014 14:19,SD0084444,IM0028065
application,Server Based Application,WBS000073,4,4,TEAM0191,14/01/2014 14:25,SD0084447,IM0028071
application,Server Based Application,WBS000311,3,3,TEAM0106,14/01/2014 14:30,SD0084558,IM0028056
application,Server Based Application,WBS000219,5,5,TEAM0008,14/01/2014 14:44,SD0084512,IM0028027
subapplication,Web Based Application,WBS000073,4,4,TEAM0039,14/01/2014 14:47,SD0084516,IM0028028
application,Web Based Application,WBS000318,3,3,TEAM0063,14/01/2014 14:50,SD0084664,IM0028068
storage,SAN,WBS000128,4,4,TEAM0021,14/01/2014 15:07,SD0084743,IM0028140
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,14/01/2014 15:10,SD0084589,IM0028172
application,Server Based Application,WBS000296,4,4,TEAM0186,14/01/2014 15:25,SD0084674,IM0028074
computer,Laptop,WBS000091,5,5,TEAM0008,14/01/2014 15:35,SD0084764,IM0028146
subapplication,Web Based Application,WBS000073,4,4,TEAM0039,14/01/2014 15:40,SD0084821,IM0028176
application,Web Based Application,WBS000318,5,5,TEAM0063,14/01/2014 15:48,SD0084687,IM0028084
application,Server Based Application,WBS000072,5,5,TEAM0017,14/01/2014 15:49,SD0084824,IM0028177
application,Server Based Application,WBS000223,4,4,TEAM0057,14/01/2014 15:55,SD0084827,IM0028179
application,Web Based Application,WBS000318,5,5,TEAM0007,14/01/2014 16:10,SD0084695,IM0028083
application,Web Based Application,WBS000073,5,5,TEAM0007,14/01/2014 16:13,SD0084836,IM0028184
application,Desktop Application,WBS000217,5,5,TEAM0188,14/01/2014 16:49,SD0084853,IM0028189
application,Desktop Application,WBS000092,4,4,TEAM0008,14/01/2014 17:02,SD0084858,IM0028190
application,Desktop Application,WBS000099,5,5,TEAM0008,14/01/2014 18:11,SD0084867,IM0028191
computer,Banking Device,WBS000146,2,2,TEAM0008,14/01/2014 18:50,SD0084718,IM0028089
application,Server Based Application,WBS000255,2,2,TEAM0008,15/01/2014 7:02,SD0084662,IM0028112
application,Desktop Application,WBS000092,4,4,TEAM0181,15/01/2014 7:39,SD0084895,IM0028162
application,Server Based Application,WBS000054,3,3,TEAM0015,15/01/2014 8:14,SD0084903,IM0028163
application,Server Based Application,WBS000268,4,4,TEAM0033,15/01/2014 8:22,SD0084972,IM0028119
computer,Laptop,WBS000091,5,5,TEAM0008,15/01/2014 8:31,SD0085043,IM0028197
application,Server Based Application,WBS000077,5,5,TEAM0222,15/01/2014 8:41,SD0084910,IM0028166
application,Desktop Application,WBS000089,3,3,TEAM0008,15/01/2014 8:43,SD0084985,IM0028122
application,Server Based Application,WBS000072,5,5,TEAM0017,15/01/2014 8:44,SD0084725,IM0028091
application,Desktop Application,WBS000089,5,5,TEAM0181,15/01/2014 8:50,SD0084990,IM0028124
application,SAP,WBS000271,5,5,TEAM0028,15/01/2014 8:51,SD0084728,IM0028092
subapplication,Server Based Application,WBS000095,5,5,TEAM0065,15/01/2014 8:58,SD0085059,IM0028204
application,Server Based Application,WBS000263,5,5,TEAM0008,15/01/2014 9:00,SD0085061,IM0028203
application,Desktop Application,WBS000094,5,5,TEAM0192,15/01/2014 9:02,SD0084998,IM0028128
application,Server Based Application,WBS000170,4,4,TEAM0173,15/01/2014 9:12,SD0085118,IM0028214
application,SAP,WBS000271,5,5,TEAM0028,15/01/2014 9:13,SD0085070,IM0028205
database,Database,WBS000253,3,3,TEAM0190,15/01/2014 9:27,SD0085078,IM0028211
storage,SAN,WBS000128,4,4,TEAM0021,15/01/2014 9:30,SD0085018,IM0028129
application,Server Based Application,WBS000326,3,3,TEAM0209,15/01/2014 9:45,SD0085132,IM0028220
application,Server Based Application,WBS000149,5,5,TEAM0210,15/01/2014 9:49,SD0084933,IM0028241
application,Server Based Application,WBS000263,5,5,TEAM0016,15/01/2014 9:57,SD0085174,IM0028312
application,Web Based Application,WBS000162,4,4,TEAM0171,15/01/2014 9:59,SD0084936,IM0028243
application,Server Based Application,WBS000263,5,5,TEAM0035,15/01/2014 10:01,SD0085104,IM0028275
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,15/01/2014 10:02,SD0085177,IM0028314
application,Server Based Application,WBS000263,5,5,TEAM0016,15/01/2014 10:05,SD0085178,IM0028313
application,Server Based Application,WBS000263,4,4,TEAM0035,15/01/2014 10:07,SD0084940,IM0028242
application,Web Based Application,WBS000153,3,3,TEAM0210,15/01/2014 10:15,SD0085141,IM0028224
application,Server Based Application,WBS000263,5,5,TEAM0016,15/01/2014 10:30,SD0085197,IM0028319
computer,Banking Device,WBS000146,4,4,TEAM0210,15/01/2014 10:34,SD0085202,IM0028322
application,Web Based Application,WBS000088,4,4,TEAM0171,15/01/2014 10:38,SD0085206,IM0028324
application,Server Based Application,WBS000115,4,4,TEAM0213,15/01/2014 10:38,SD0085207,IM0028323
application,Web Based Application,WBS000152,5,5,TEAM0176,15/01/2014 10:49,SD0085215,IM0028326
application,Web Based Application,WBS000298,4,4,TEAM0171,15/01/2014 10:50,SD0085272,IM0028284
application,Web Based Application,WBS000073,4,4,TEAM0039,15/01/2014 10:57,SD0085280,IM0028294
application,Server Based Application,WBS000263,4,4,TEAM0015,15/01/2014 10:59,SD0085226,IM0028332
subapplication,Web Based Application,WBS000073,4,4,TEAM0007,15/01/2014 11:13,SD0085235,IM0028338
computer,Banking Device,WBS000146,2,2,TEAM0008,15/01/2014 11:14,SD0085169,IM0028232
subapplication,Web Based Application,WBS000073,4,4,TEAM0039,15/01/2014 11:18,SD0085303,IM0028301
application,Server Based Application,WBS000223,4,4,TEAM0057,15/01/2014 11:23,SD0085356,IM0028254
application,Desktop Application,WBS000089,4,4,TEAM0008,15/01/2014 11:25,SD0085245,IM0028339
computer,Desktop,WBS000091,4,4,TEAM0008,15/01/2014 11:34,SD0085311,IM0028356
application,Server Based Application,WBS000223,4,4,TEAM0057,15/01/2014 11:34,SD0085487,IM0028234
application,Server Based Application,WBS000072,5,5,TEAM0017,15/01/2014 11:40,SD0085491,IM0028233
application,Server Based Application,WBS000296,5,5,TEAM0186,15/01/2014 11:43,SD0085321,IM0028306
application,Server Based Application,WBS000002,4,4,TEAM0008,15/01/2014 11:45,SD0085322,IM0028355
application,Server Based Application,WBS000219,5,5,TEAM0192,15/01/2014 11:52,SD0085327,IM0028311
computer,Desktop,WBS000091,4,4,TEAM0180,15/01/2014 11:57,SD0085329,IM0028357
subapplication,Web Based Application,WBS000125,4,4,TEAM0181,15/01/2014 11:57,SD0085428,IM0028347
application,Web Based Application,WBS000073,5,5,TEAM0199,15/01/2014 12:09,SD0085505,IM0028397
application,Server Based Application,WBS000263,4,4,TEAM0015,15/01/2014 12:15,SD0085372,IM0028260
computer,Unix Server,WBS000242,5,5,TEAM0199,15/01/2014 12:17,SD0085438,IM0028348
application,Server Based Application,WBS000264,5,5,TEAM0175,15/01/2014 12:18,SD0085563,IM0028360
application,Server Based Application,WBS000054,3,3,TEAM0174,15/01/2014 12:19,SD0085439,IM0028349
application,Server Based Application,WBS000216,4,4,TEAM0188,15/01/2014 12:40,SD0085449,IM0028351
application,Web Based Application,WBS000073,4,5,TEAM0191,15/01/2014 12:56,SD0085460,IM0028354
application,Desktop Application,WBS000096,4,4,TEAM0181,15/01/2014 12:59,SD0085578,IM0028365
officeelectronics,Printer,WBS000096,5,5,TEAM0181,15/01/2014 13:00,SD0085517,IM0028400
application,Web Based Application,WBS000073,4,4,TEAM0057,15/01/2014 13:13,SD0085586,IM0028369
storage,SAN,WBS000128,4,4,TEAM0021,15/01/2014 13:17,SD0085588,IM0028367
application,Web Based Application,WBS000152,5,5,TEAM0176,15/01/2014 13:19,SD0085473,IM0028429
application,Server Based Application,WBS000263,5,5,TEAM0015,15/01/2014 13:42,SD0085394,IM0028265
subapplication,Server Based Application,WBS000095,5,5,TEAM0008,15/01/2014 13:43,SD0085634,IM0028432
subapplication,Web Based Application,WBS000073,4,4,TEAM0039,15/01/2014 13:45,SD0085604,IM0028373
application,Desktop Application,WBS000091,3,3,TEAM0181,15/01/2014 13:48,SD0085636,IM0028435
application,Server Based Application,WBS000072,5,5,TEAM0035,15/01/2014 13:53,SD0085526,IM0028401
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,15/01/2014 14:14,SD0085650,IM0028441
application,Server Based Application,WBS000072,5,5,TEAM0035,15/01/2014 14:29,SD0085535,IM0028404
subapplication,Web Based Application,WBS000073,4,4,TEAM0187,15/01/2014 14:30,SD0085703,IM0028267
application,Server Based Application,WBS000263,5,5,TEAM0016,15/01/2014 14:58,SD0085540,IM0028407
application,Web Based Application,WBS000005,4,4,TEAM0008,15/01/2014 15:01,SD0085541,IM0028409
application,Web Based Application,WBS000005,3,3,TEAM0060,15/01/2014 15:03,SD0085714,IM0028473
application,Web Based Application,WBS000318,4,4,TEAM0187,15/01/2014 15:09,SD0085545,IM0028410
database,Database,WBS000239,3,4,TEAM0008,15/01/2014 15:21,SD0085720,IM0028476
application,Server Based Application,WBS000073,5,5,TEAM0185,15/01/2014 15:29,SD0085697,IM0028459
application,Server Based Application,WBS000101,4,4,TEAM0086,15/01/2014 15:48,SD0085841,IM0028416
application,Server Based Application,WBS000255,3,3,TEAM0132,15/01/2014 15:56,SD0085922,IM0028463
subapplication,Web Based Application,WBS000066,5,5,TEAM0059,15/01/2014 16:04,SD0085848,IM0028418
application,Server Based Application,WBS000072,5,5,TEAM0017,15/01/2014 16:05,SD0085929,IM0028465
application,Desktop Application,WBS000091,3,3,TEAM0181,15/01/2014 16:07,SD0085791,IM0028393
computer,Laptop,WBS000091,5,5,TEAM0008,15/01/2014 16:09,SD0085732,IM0028479
application,Server Based Application,WBS000255,3,3,TEAM0132,15/01/2014 16:10,SD0085933,IM0028466
application,Server Based Application,WBS000223,4,4,TEAM0057,15/01/2014 16:23,SD0085939,IM0028467
storage,SAN,WBS000128,4,4,TEAM0021,15/01/2014 16:25,SD0085944,IM0028468
application,Server Based Application,WBS000219,5,5,TEAM0192,15/01/2014 16:30,SD0085739,IM0028485
computer,Laptop,WBS000091,5,5,TEAM0008,15/01/2014 16:48,SD0085798,IM0028396
application,Server Based Application,WBS000296,4,4,TEAM0186,15/01/2014 16:54,SD0085961,IM0028472
application,Server Based Application,WBS000307,3,3,TEAM0199,15/01/2014 16:55,SD0085864,IM0028424
storage,SAN,WBS000128,4,4,TEAM0021,15/01/2014 17:01,SD0085866,IM0028425
application,Web Based Application,WBS000318,5,5,TEAM0007,15/01/2014 17:25,SD0085968,IM0028507
application,Server Based Application,WBS000099,3,3,TEAM0205,16/01/2014 7:13,SD0085749,IM0028488
computer,Windows Server,WBS000102,3,3,TEAM0065,16/01/2014 8:04,SD0085976,IM0028510
computer,Laptop,WBS000091,5,5,TEAM0008,16/01/2014 8:09,SD0085882,IM0028586
computer,Omgeving,WBS000292,5,5,TEAM0217,16/01/2014 8:16,SD0085758,IM0028490
application,Server Based Application,WBS000263,4,4,TEAM0015,16/01/2014 8:19,SD0085885,IM0028587
application,Desktop Application,WBS000089,3,3,TEAM0181,16/01/2014 8:21,SD0085886,IM0028590
computer,Desktop,WBS000091,5,5,TEAM0008,16/01/2014 8:25,SD0085814,IM0028551
application,Server Based Application,WBS000263,4,4,TEAM0015,16/01/2014 8:31,SD0085762,IM0028492
application,Server Based Application,WBS000263,4,4,TEAM0015,16/01/2014 8:34,SD0085889,IM0028589
application,Server Based Application,WBS000263,4,4,TEAM0015,16/01/2014 8:39,SD0085990,IM0028493
application,Server Based Application,WBS000263,4,4,TEAM0015,16/01/2014 8:45,SD0085995,IM0028495
application,Server Based Application,WBS000048,5,5,TEAM0008,16/01/2014 8:50,SD0085897,IM0028593
application,Web Based Application,WBS000152,5,5,TEAM0176,16/01/2014 8:51,SD0086077,IM0028518
application,Web Based Application,WBS000153,4,4,TEAM0052,16/01/2014 9:06,SD0085832,IM0028555
application,Server Based Application,WBS000186,4,4,TEAM0192,16/01/2014 9:19,SD0086091,IM0028520
application,Desktop Application,WBS000094,4,4,TEAM0192,16/01/2014 9:34,SD0086170,IM0028560
computer,Laptop,WBS000091,5,5,TEAM0008,16/01/2014 9:46,SD0086178,IM0028559
application,Server Based Application,WBS000310,5,4,TEAM0166,16/01/2014 9:53,SD0086109,IM0028522
officeelectronics,Printer,WBS000096,4,4,TEAM0181,16/01/2014 9:53,SD0086181,IM0028561
application,Server Based Application,WBS000048,5,5,TEAM0052,16/01/2014 10:00,SD0086239,IM0028603
application,Web Based Application,WBS000073,4,4,TEAM0039,16/01/2014 10:04,SD0086040,IM0028626
application,Server Based Application,WBS000263,4,4,TEAM0035,16/01/2014 10:12,SD0086193,IM0028564
computer,Banking Device,WBS000146,2,2,TEAM0008,16/01/2014 10:13,SD0086124,IM0028523
computer,Banking Device,WBS000146,4,4,TEAM0210,16/01/2014 10:22,SD0086196,IM0028567
application,Server Based Application,WBS000219,5,5,TEAM0192,16/01/2014 10:31,SD0086058,IM0028634
application,Server Based Application,WBS000016,3,3,TEAM0008,16/01/2014 10:47,SD0086140,IM0028527
application,Server Based Application,WBS000296,4,4,TEAM0186,16/01/2014 10:52,SD0086223,IM0028573
application,Server Based Application,WBS000263,5,5,TEAM0033,16/01/2014 11:09,SD0086372,IM0028576
application,Server Based Application,WBS000263,4,4,TEAM0016,16/01/2014 11:11,SD0086373,IM0028577
hardware,DataCenterEquipment,WBS000242,4,4,TEAM0207,16/01/2014 11:13,SD0086286,IM0028618
application,Desktop Application,WBS000089,4,4,TEAM0008,16/01/2014 11:13,SD0086445,IM0028533
application,Desktop Application,WBS000094,5,5,TEAM0192,16/01/2014 11:13,SD0086378,IM0028579
application,Server Based Application,WBS000263,4,4,TEAM0015,16/01/2014 11:16,SD0086289,IM0028617
application,SAP,WBS000271,5,5,TEAM0028,16/01/2014 11:18,SD0086291,IM0028615
subapplication,Server Based Application,WBS000095,5,5,TEAM0008,16/01/2014 11:28,SD0086457,IM0028535
application,Desktop Application,WBS000094,4,4,TEAM0192,16/01/2014 11:34,SD0086298,IM0028622
application,Desktop Application,WBS000092,4,4,TEAM0181,16/01/2014 11:52,SD0086527,IM0028668
application,Server Based Application,WBS000219,5,5,TEAM0192,16/01/2014 11:53,SD0086402,IM0028698
subapplication,Web Based Application,WBS000073,4,4,TEAM0039,16/01/2014 11:56,SD0086471,IM0028542
application,Server Based Application,WBS000099,4,4,TEAM0132,16/01/2014 11:57,SD0086531,IM0028665
application,Desktop Application,WBS000110,4,4,TEAM0033,16/01/2014 12:05,SD0086408,IM0028700
application,Web Based Application,WBS000073,5,5,TEAM0007,16/01/2014 12:08,SD0086537,IM0028669
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,16/01/2014 12:12,SD0086539,IM0028671
storage,SAN,WBS000128,4,4,TEAM0021,16/01/2014 12:17,SD0086482,IM0028546
computer,Laptop,WBS000091,5,5,TEAM0008,16/01/2014 12:19,SD0086542,IM0028670
application,Server Based Application,WBS000199,3,3,TEAM0008,16/01/2014 12:31,SD0086419,IM0028706
application,Server Based Application,WBS000072,5,5,TEAM0017,16/01/2014 13:02,SD0086361,IM0028653
application,Server Based Application,WBS000062,5,5,TEAM0198,16/01/2014 13:08,SD0086559,IM0028677
database,Database,WBS000253,4,3,TEAM0065,16/01/2014 13:16,SD0086506,IM0028744
application,Server Based Application,WBS000250,3,3,TEAM0213,16/01/2014 13:22,SD0086510,IM0028746
application,Server Based Application,WBS000048,5,5,TEAM0119,16/01/2014 13:25,SD0086569,IM0028680
application,Server Based Application,WBS000223,4,4,TEAM0191,16/01/2014 13:31,SD0086607,IM0028658
subapplication,Server Based Application,WBS000095,5,5,TEAM0008,16/01/2014 13:40,SD0086668,IM0028716
application,Web Based Application,WBS000152,5,5,TEAM0176,16/01/2014 13:42,SD0086670,IM0028718
application,Server Based Application,WBS000296,5,5,TEAM0186,16/01/2014 14:00,SD0086679,IM0028720
application,Server Based Application,WBS000199,3,3,TEAM0205,16/01/2014 14:16,SD0086630,IM0028774
application,Web Based Application,WBS000088,4,4,TEAM0171,16/01/2014 14:25,SD0086634,IM0028775
application,Web Based Application,WBS000152,5,5,TEAM0176,16/01/2014 14:27,SD0086689,IM0028725
application,Web Based Application,WBS000073,4,4,TEAM0039,16/01/2014 14:30,SD0086756,IM0028755
application,Desktop Application,WBS000092,5,5,TEAM0008,16/01/2014 14:32,SD0086637,IM0028776
application,Web Based Application,WBS000073,5,5,TEAM0007,16/01/2014 14:38,SD0086692,IM0028726
application,Web Based Application,WBS000152,5,5,TEAM0176,16/01/2014 14:47,SD0086843,IM0028686
subapplication,Web Based Application,WBS000073,4,4,TEAM0191,16/01/2014 14:56,SD0086656,IM0028781
application,Citrix,WBS000292,4,4,TEAM0217,16/01/2014 14:58,SD0086852,IM0028688
subapplication,Web Based Application,WBS000162,4,4,TEAM0171,16/01/2014 15:08,SD0086664,IM0028783
computer,Banking Device,WBS000146,4,4,TEAM0008,16/01/2014 15:16,SD0086898,IM0028786
application,Server Based Application,WBS000219,5,5,TEAM0192,16/01/2014 15:16,SD0086866,IM0028697
computer,Banking Device,WBS000146,4,4,TEAM0008,16/01/2014 15:16,SD0086896,IM0028785
application,Server Based Application,WBS000073,4,4,TEAM0039,16/01/2014 15:29,SD0086874,IM0028695
computer,Banking Device,WBS000146,3,3,TEAM0008,16/01/2014 15:36,SD0086776,IM0028759
application,Web Based Application,WBS000172,5,5,TEAM0008,16/01/2014 15:55,SD0086888,IM0028809
subapplication,Server Based Application,WBS000002,4,4,TEAM0008,16/01/2014 15:55,SD0086890,IM0028808
application,Server Based Application,WBS000228,5,5,TEAM0179,16/01/2014 15:56,SD0086781,IM0028760
application,Server Based Application,WBS000263,4,4,TEAM0015,16/01/2014 15:56,SD0086925,IM0028796
application,Server Based Application,WBS000263,4,4,TEAM0015,16/01/2014 16:13,SD0086938,IM0028800
application,Web Based Application,WBS000318,5,5,TEAM0007,16/01/2014 16:30,SD0086978,IM0028815
application,Web Based Application,WBS000318,5,5,TEAM0008,16/01/2014 16:46,SD0086990,IM0028817
application,Server Based Application,WBS000296,4,4,TEAM0186,16/01/2014 16:52,SD0086995,IM0028816
application,Desktop Application,WBS000094,5,5,TEAM0192,16/01/2014 17:06,SD0087001,IM0028820
application,Desktop Application,WBS000094,5,5,TEAM0192,16/01/2014 17:45,SD0087012,IM0028822
computer,Windows Server,WBS000102,3,3,TEAM0065,16/01/2014 18:59,SD0087017,IM0028823
application,Web Based Application,WBS000025,5,5,TEAM0173,17/01/2014 7:27,SD0087112,IM0028736
application,Desktop Application,WBS000330,4,4,TEAM0188,17/01/2014 7:47,SD0087114,IM0028738
application,Server Based Application,WBS000223,4,4,TEAM0057,17/01/2014 8:15,SD0087121,IM0028883
computer,Laptop,WBS000091,5,5,TEAM0008,17/01/2014 8:19,SD0087194,IM0028763
hardware,DataCenterEquipment,WBS000267,3,3,TEAM0199,17/01/2014 8:33,SD0087132,IM0028887
subapplication,Web Based Application,WBS000073,4,4,TEAM0039,17/01/2014 8:41,SD0087137,IM0028888
application,Server Based Application,WBS000263,4,4,TEAM0015,17/01/2014 8:43,SD0087058,IM0028845
application,Server Based Application,WBS000263,4,4,TEAM0016,17/01/2014 9:03,SD0087261,IM0028826
application,Web Based Application,WBS000152,5,5,TEAM0176,17/01/2014 9:03,SD0087161,IM0028893
application,Exchange,WBS000094,5,5,TEAM0205,17/01/2014 9:08,SD0087073,IM0028850
application,Client Based Application,WBS000251,4,4,TEAM0008,17/01/2014 9:12,SD0087075,IM0028853
application,Server Based Application,WBS000077,4,4,TEAM0008,17/01/2014 9:14,SD0087221,IM0028766
computer,Laptop,WBS000091,5,5,TEAM0008,17/01/2014 9:21,SD0087078,IM0028852
application,Server Based Application,WBS000223,4,4,TEAM0057,17/01/2014 9:28,SD0087079,IM0028855
application,SAP,WBS000271,3,3,TEAM0065,17/01/2014 9:30,SD0087233,IM0028768
